County,naics_desc,naics_code,2023 Jobs,2023 Total Retail,2023 4% Retail,2023 Lodging,2023 General Purpose Sales,2023 General Purpose Use,2023 Specific Purpose Sales,2023 Specific Purpose Use,Resort District Sales,Resort Disctrict Use,Economic Development Sales,Economic Development Use,State Sales,State Use,Lodging Assessment,Total
Johnson,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"211,301","162,887",723,"41,295.00","3,451.00","7,119.00",68,,,,,"162,887.00","13,775.00","1,069.00","230,387.00"
Johnson,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"1,188,548","931,635",,"234,653.00",287,"22,260.00",8,,,,,"931,635.00","1,136.00",,"1,189,979.00"
Johnson,VENDING MACHINE OPERATORS,4542,,"1,310","1,013",,258,,39,,,,,,"1,013.00",,,"1,310.00"
Johnson,DIRECT SELLING ESTABLISHMENTS,4543,,"244,898","191,324",,"48,174.00",197,"5,399.00",71,,,,,"191,324.00",787,,"245,952.00"
Johnson,TRAVELER ACCOMMODATION,7211,129.9167,"557,613","428,607","189,132.00","107,599.00",312,"21,407.00",8,,,,,"428,607.00","1,221.00","282,242.00","1,030,528.00"
Johnson,RV PARKS AND RECREATIONAL CAMPS,7212,79.49999,"131,953","100,939","45,588.00","25,479.00",182,"5,535.00",8,,,,,"100,939.00",710,"67,029.00","245,471.00"
Johnson,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Johnson,FULL-SERVICE RESTAURANTS,7221,,"480,629","372,715","14,222.00","93,908.00",56,"14,006.00",56,,,,,"372,715.00",224,"21,121.00","516,308.00"
Johnson,LIMITED-SERVICE EATING PLACES,7222,,"327,396","254,831","1,121.00","64,598.00",71,"7,967.00",5,,,,,"254,831.00",279,"1,664.00","330,537.00"
Johnson,SPECIAL FOOD SERVICES,7223,0.845559,"13,807","10,535",10,"2,654.00",,618,,,,,,"10,535.00",,14,"13,831.00"
Johnson,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,27.32102,"61,653","47,900","1,506.00","12,073.00",.,"1,680.00",,,,,,"47,900.00",.,"2,207.00","65,367.00"
Johnson,TOTAL,TOTAL,,"7,073,765","5,513,071","258,522.00","1,390,796.00","13,676.00","169,899.00","1,709.00",,,,,"5,513,071.00","54,335.00","384,371.00","7,786,378.00"
Laramie,AUTOMOBILE DEALERS,4411,428.4167,"748,818","496,932",,"125,944.00",169,"125,943.00",169,,,,,"496,932.00",665,,"749,822.00"
Laramie,OTHER MOTOR VEHICLE DEALERS,4412,119.5833,"1,046,334","693,433",,"176,474.00",332,"176,428.00",330,,,,,"693,433.00","1,299.00",,"1,048,296.00"
Laramie,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,266.6667,"4,756,394","3,158,208",,"799,410.00","3,283.00","798,776.00","3,279.00",,,,,"3,158,208.00","13,000.00",,"4,775,956.00"
Laramie,FURNITURE STORES,4421,,"1,171,343","777,298",,"197,240.00",886,"196,804.00",886,,,,,"777,298.00","3,465.00",,"1,176,579.00"
Laramie,HOME FURNISHINGS STORES,4422,,"827,767","550,441",,"139,130.00","19,037.00","138,196.00","19,063.00",,,,,"550,441.00","74,554.00",,"940,421.00"
Laramie,ELECTRONICS AND APPLIANCE STORES,4431,,"4,921,674","3,272,731",,"824,920.00","48,273.00","824,023.00","47,986.00",,,,,"3,272,731.00","191,666.00",,"5,209,599.00"
Laramie,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,589.9167,"19,549,828","13,007,410",,"3,272,807.00","79,903.00","3,269,611.00","74,604.00",,,,,"13,007,410.00","316,667.00",,"20,021,001.00"
Laramie,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,90.16667,"1,101,137","732,359",,"184,598.00","2,429.00","184,181.00","2,363.00",,,,,"732,359.00","9,688.00",,"1,115,618.00"
Laramie,GROCERY STORES,4451,475.4167,"1,179,679","784,473","2,612.00","197,627.00","3,844.00","197,579.00","3,843.00",,,,,"784,473.00","15,316.00","1,949.00","1,207,242.00"
Laramie,SPECIALTY FOOD STORES,4452,41.96493,"174,075","115,337",,"29,426.00",6,"29,312.00",6,,,,,"115,337.00",22,,"174,109.00"
Laramie,"BEER, WINE, AND LIQUOR STORES",4453,80.36838,"1,625,265","1,078,394","7,165.00","273,435.00",65,"273,435.00",65,,,,,"1,078,394.00",256,"5,359.00","1,638,175.00"
Laramie,HEALTH AND PERSONAL CARE STORES,4461,,"1,630,037","1,082,878",,"274,158.00","8,582.00","273,001.00","8,577.00",,,,,"1,082,878.00","33,734.00",,"1,680,930.00"
Laramie,GASOLINE STATIONS,4471,,"4,948,778","3,293,617","78,323.00","827,581.00","12,301.00","827,581.00","12,301.00",,,,,"3,293,617.00","49,033.00","58,627.00","5,159,364.00"
Laramie,CLOTHING STORES,4481,,"3,100,379","2,059,354",,"521,045.00","19,478.00","519,980.00","19,475.00",,,,,"2,059,354.00","76,946.00",,"3,216,278.00"
Laramie,SHOE STORES,4482,,"502,279","332,319",,"84,986.00",608,"84,974.00",608,,,,,"332,319.00","2,382.00",,"505,878.00"
Laramie,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"295,838","196,386",,"49,774.00",114,"49,678.00",114,,,,,"196,386.00",446,,"296,511.00"
Laramie,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"2,037,426","1,354,069",,"342,171.00","19,330.00","341,186.00","19,311.00",,,,,"1,354,069.00","76,386.00",,"2,152,453.00"
Laramie,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"312,430","207,046","13,819.00","52,715.00",155,"52,670.00",155,,,,,"207,046.00",612,"10,219.00","337,391.00"
Laramie,DEPARTMENT STORES,4521,,"2,201,886","1,467,618",,"368,599.00","2,797.00","365,670.00","2,797.00",,,,,"1,467,618.00","11,149.00",,"2,218,629.00"
Laramie,OTHER GENERAL MERCHANDISE STORES,4529,,"10,348,492","6,895,390",,"1,726,693.00","693,217.00","1,726,410.00","691,469.00",,,,,"6,895,390.00","2,772,515.00",,"14,505,693.00"
Laramie,FLORISTS,4531,,"103,807","68,808",,"17,516.00",124,"17,482.00",124,,,,,"68,808.00",483,,"104,538.00"
Laramie,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"1,015,278","674,023","36,986.00","170,733.00","7,679.00","170,522.00","7,676.00",,,,,"674,023.00","30,254.00","27,685.00","1,125,558.00"
Laramie,USED MERCHANDISE STORES,4533,,"359,241","238,874",,"60,298.00",,"60,069.00",,,,,,"238,874.00",,,"359,241.00"
Laramie,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"4,052,320","2,695,344","3,575.00","680,757.00","50,991.00","676,219.00","46,406.00",,,,,"2,695,344.00","203,546.00","2,672.00","4,359,509.00"
Laramie,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"15,272,771","10,163,849",,"2,560,470.00","20,537.00","2,548,452.00","20,477.00",,,,,"10,163,849.00","81,335.00",,"15,395,119.00"
Laramie,VENDING MACHINE OPERATORS,4542,,"2,404","1,602",,401,,401,,,,,,"1,602.00",,,"2,404.00"
Laramie,DIRECT SELLING ESTABLISHMENTS,4543,,"3,943,446","2,628,024",,"658,041.00","1,674.00","657,380.00","1,588.00",,,,,"2,628,024.00","6,591.00",,"3,953,299.00"
Laramie,TRAVELER ACCOMMODATION,7211,727.4969,"3,581,026","2,376,561","2,175,389.00","602,268.00","4,600.00","602,197.00","4,600.00",,,,,"2,376,561.00","18,259.00","1,624,608.00","7,408,482.00"
Laramie,RV PARKS AND RECREATIONAL CAMPS,7212,23.08635,"636,773","424,339","34,539.00","106,217.00",947,"106,217.00",947,,,,,"424,339.00","3,783.00","25,886.00","702,876.00"
Laramie,ROOMING AND BOARDING HOUSES,7213,0,"113,802","75,502","16,899.00","19,150.00",,"19,150.00",,,,,,"75,502.00",,"12,464.00","143,164.00"
Laramie,FULL-SERVICE RESTAURANTS,7221,,"7,612,938","5,051,541","77,318.00","1,281,904.00","8,789.00","1,279,494.00","8,789.00",,,,,"5,051,541.00","34,757.00","57,823.00","7,800,415.00"
Laramie,LIMITED-SERVICE EATING PLACES,7222,,"6,676,217","4,431,332","1,711.00","1,122,505.00","6,876.00","1,122,379.00","6,876.00",,,,,"4,431,332.00","27,095.00","1,283.00","6,720,058.00"
Laramie,SPECIAL FOOD SERVICES,7223,81.33331,"344,850","229,018",210,"57,962.00","1,444.00","57,870.00","1,443.00",,,,,"229,018.00","5,666.00",156,"353,770.00"
Laramie,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,266.0833,"1,250,670","830,199",831,"210,991.00","2,995.00","209,480.00","2,995.00",,,,,"830,199.00","11,972.00",620,"1,270,083.00"
Laramie,TOTAL,TOTAL,,"107,445,405","71,444,707","2,449,376.00","18,017,947.00","1,021,466.00","17,982,751.00","1,009,323.00",,,,,"71,444,707.00","4,073,541.00","1,829,352.00","117,828,464.00"
Lincoln,AUTOMOBILE DEALERS,4411,39.4542,"124,199","99,044",,"25,155.00",889,,,,,,,"99,044.00","3,554.00",,"128,641.00"
Lincoln,OTHER MOTOR VEHICLE DEALERS,4412,18.37913,"301,699","240,883",,"60,816.00",25,,,,,,,"240,883.00",99,,"301,823.00"
Lincoln,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,46.91667,"960,552","766,686",,"193,867.00",157,,,,,,,"766,686.00",622,,"961,331.00"
Lincoln,FURNITURE STORES,4421,,"171,325","136,892",,"34,433.00",604,,,,,,,"136,892.00","2,358.00",,"174,287.00"
Lincoln,HOME FURNISHINGS STORES,4422,,"244,509","195,201",,"49,308.00","11,492.00",,,,,,,"195,201.00","45,925.00",,"301,926.00"
Lincoln,ELECTRONICS AND APPLIANCE STORES,4431,,"506,697","404,534",,"102,164.00","3,476.00",,,,,,,"404,534.00","13,895.00",,"524,069.00"
Lincoln,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,131.4965,"3,454,000","2,758,242",,"695,758.00","12,299.00",,,,,,,"2,758,242.00","48,901.00",,"3,515,201.00"
Lincoln,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,61.33682,"481,096","384,345",,"96,751.00",102,,,,,,,"384,345.00",408,,"481,607.00"
Lincoln,GROCERY STORES,4451,285.0784,"1,045,518","835,171","4,350.00","210,347.00",29,,,,,,,"835,171.00",116,"6,015.00","1,056,028.00"
Lincoln,SPECIALTY FOOD STORES,4452,11.93363,"35,271","28,203",,"7,068.00",17,,,,,,,"28,203.00",65,,"35,353.00"
Lincoln,"BEER, WINE, AND LIQUOR STORES",4453,7.487933,"239,923","191,421","2,216.00","48,502.00",2,,,,,,,"191,421.00",6,"3,302.00","245,449.00"
Lincoln,HEALTH AND PERSONAL CARE STORES,4461,,"91,154","72,703",,"18,451.00",78,,,,,,,"72,703.00",304,,"91,536.00"
Lincoln,GASOLINE STATIONS,4471,,"840,197","671,223",627,"168,975.00",330,,,,,,,"671,223.00","1,317.00",622,"843,092.00"
Lincoln,CLOTHING STORES,4481,,"214,488","171,196","3,410.00","43,292.00",92,,,,,,,"171,196.00",363,"5,082.00","223,435.00"
Lincoln,SHOE STORES,4482,,"5,131","4,093",,"1,038.00",1,,,,,,,"4,093.00",3,,"5,135.00"
Lincoln,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"6,823","5,443",,"1,380.00",10,,,,,,,"5,443.00",41,,"6,874.00"
Lincoln,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"221,038","176,428",,"44,610.00",163,,,,,,,"176,428.00",640,,"221,842.00"
Lincoln,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"12,698","10,127",,"2,572.00",13,,,,,,,"10,127.00",52,,"12,763.00"
Lincoln,DEPARTMENT STORES,4521,,"29,924","23,925",,"5,999.00",,,,,,,,"23,925.00",,,"29,924.00"
Lincoln,OTHER GENERAL MERCHANDISE STORES,4529,,"392,295","313,400",,"78,895.00","16,348.00",,,,,,,"313,400.00","65,382.00",,"474,025.00"
Lincoln,FLORISTS,4531,,125,99,,25,,,,,,,,99,,,125
Lincoln,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"100,576","80,220","7,061.00","20,356.00",1,,,,,,,"80,220.00",6,"6,951.00","114,595.00"
Lincoln,USED MERCHANDISE STORES,4533,,"11,810","9,401",,"2,409.00",1,,,,,,,"9,401.00",4,,"11,815.00"
Lincoln,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"616,712","492,643",,"124,069.00","18,090.00",,,,,,,"492,643.00","72,352.00",,"707,154.00"
Lincoln,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"3,027,086","2,418,499",,"608,588.00","3,009.00",,,,,,,"2,418,499.00","11,938.00",,"3,042,033.00"
Lincoln,VENDING MACHINE OPERATORS,4542,,"11,851","9,447",,"2,404.00",16,,,,,,,"9,447.00",63,,"11,930.00"
Lincoln,DIRECT SELLING ESTABLISHMENTS,4543,,"316,223","252,265",,"63,958.00",19,,,,,,,"252,265.00",75,,"316,316.00"
Lincoln,TRAVELER ACCOMMODATION,7211,119.8333,"655,642","523,143","324,997.00","132,499.00",28,,,,,,,"523,143.00",112,"359,355.00","1,340,134.00"
Lincoln,RV PARKS AND RECREATIONAL CAMPS,7212,58.26963,"44,871","35,907","13,129.00","8,964.00",25,,,,,,,"35,907.00",98,"17,813.00","75,935.00"
Lincoln,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Lincoln,FULL-SERVICE RESTAURANTS,7221,,"621,467","496,148","11,594.00","125,319.00",20,,,,,,,"496,148.00",80,"15,925.00","649,086.00"
Lincoln,LIMITED-SERVICE EATING PLACES,7222,,"378,627","302,495","4,397.00","76,132.00",32,,,,,,,"302,495.00",126,"6,595.00","389,777.00"
Lincoln,SPECIAL FOOD SERVICES,7223,13.99998,"22,086","17,651",53,"4,435.00",25,,,,,,,"17,651.00",99,79,"22,342.00"
Lincoln,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,65.66667,"238,605","190,347","3,746.00","48,258.00",201,,,,,,,"190,347.00",789,"3,937.00","247,278.00"
Lincoln,TOTAL,TOTAL,,"15,424,219","12,317,421","375,579.00","3,106,798.00","67,593.00",,,,,,,"12,317,421.00","269,793.00","425,677.00","16,562,860.00"
Natrona,AUTOMOBILE DEALERS,4411,383.5,"637,969","509,462",,"128,507.00","1,310.00",,,,,,,"509,462.00","5,191.00",,"644,470.00"
Natrona,OTHER MOTOR VEHICLE DEALERS,4412,104,"1,022,647","815,745",,"206,902.00",103,,,,,,,"815,745.00",404,,"1,023,155.00"
Natrona,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,207.5,"4,041,857","3,226,504",,"815,353.00","2,658.00",,,,,,,"3,226,504.00","10,460.00",,"4,054,975.00"
Natrona,FURNITURE STORES,4421,,"1,073,310","857,716",,"215,594.00",421,,,,,,,"857,716.00","1,657.00",,"1,075,387.00"
Natrona,HOME FURNISHINGS STORES,4422,,"793,743","633,972",,"159,770.00","7,080.00",,,,,,,"633,972.00","27,816.00",,"828,639.00"
Natrona,ELECTRONICS AND APPLIANCE STORES,4431,,"3,484,141","2,781,883",,"702,258.00","16,360.00",,,,,,,"2,781,883.00","64,828.00",,"3,565,329.00"
Natrona,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,527.75,"12,108,577","9,674,347",,"2,434,230.00","126,248.00",,,,,,,"9,674,347.00","504,037.00",,"12,738,861.00"
Natrona,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,77.16667,"1,048,332","837,066",,"211,266.00",88,,,,,,,"837,066.00",353,,"1,048,773.00"
Natrona,GROCERY STORES,4451,415.75,"1,202,450","961,554",140,"240,897.00","3,343.00",,,,,,,"961,554.00","13,340.00",104,"1,219,378.00"
Natrona,SPECIALTY FOOD STORES,4452,48.41667,"232,589","185,706",,"46,883.00",32,,,,,,,"185,706.00",129,,"232,751.00"
Natrona,"BEER, WINE, AND LIQUOR STORES",4453,100.5,"1,245,106","993,128",10,"251,978.00",140,,,,,,,"993,128.00",559,8,"1,245,823.00"
Natrona,HEALTH AND PERSONAL CARE STORES,4461,,"1,182,278","943,533",,"238,745.00","3,873.00",,,,,,,"943,533.00","15,294.00",,"1,201,445.00"
Natrona,GASOLINE STATIONS,4471,,"2,303,790","1,841,534","8,923.00","462,255.00","2,942.00",,,,,,,"1,841,534.00","11,740.00","6,692.00","2,334,086.00"
Natrona,CLOTHING STORES,4481,,"2,218,487","1,770,314",,"448,173.00","1,365.00",,,,,,,"1,770,314.00","5,389.00",,"2,225,241.00"
Natrona,SHOE STORES,4482,,"262,190","208,993",,"53,196.00",160,,,,,,,"208,993.00",628,,"262,978.00"
Natrona,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"226,076","180,373",,"45,703.00",10,,,,,,,"180,373.00",42,,"226,128.00"
Natrona,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"2,172,897","1,734,979","7,523.00","437,918.00","1,947.00",,,,,,,"1,734,979.00","7,720.00","5,543.00","2,195,631.00"
Natrona,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"160,868","128,287",39,"32,581.00",78,,,,,,,"128,287.00",310,343,"161,637.00"
Natrona,DEPARTMENT STORES,4521,,"1,087,481","869,655",,"217,826.00",790,,,,,,,"869,655.00","3,154.00",,"1,091,424.00"
Natrona,OTHER GENERAL MERCHANDISE STORES,4529,,"8,473,401","6,775,888","3,292.00","1,697,513.00","60,329.00",,,,,,,"6,775,888.00","241,180.00","2,416.00","8,780,618.00"
Natrona,FLORISTS,4531,,"57,411","45,779",,"11,632.00",,,,,,,,"45,779.00",,,"57,411.00"
Natrona,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"730,632","582,780","1,678.00","147,852.00","1,098.00",,,,,,,"582,780.00","4,352.00","1,249.00","739,009.00"
Natrona,USED MERCHANDISE STORES,4533,,"290,720","231,937",,"58,784.00",108,,,,,,,"231,937.00",429,,"291,258.00"
Natrona,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"2,214,667","1,768,259","10,905.00","446,408.00","61,751.00",,,,,,,"1,768,259.00","246,520.00","8,149.00","2,541,992.00"
Natrona,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"8,772,018","7,006,085",,"1,765,933.00","25,837.00",,,,,,,"7,006,085.00","103,034.00",,"8,900,889.00"
Natrona,VENDING MACHINE OPERATORS,4542,,"20,771","16,561",,"4,211.00",585,,,,,,,"16,561.00","2,296.00",,"23,652.00"
Natrona,DIRECT SELLING ESTABLISHMENTS,4543,,"2,845,601","2,275,528",130,"570,073.00","3,074.00",,,,,,,"2,275,528.00","12,178.00",97,"2,861,079.00"
Natrona,TRAVELER ACCOMMODATION,7211,602.5833,"2,361,671","1,880,733","1,817,049.00","480,937.00","1,705.00",,,,,,,"1,880,733.00","6,618.00","1,362,011.00","5,549,053.00"
Natrona,RV PARKS AND RECREATIONAL CAMPS,7212,47.34852,"63,831","50,964","42,281.00","12,867.00",52,,,,,,,"50,964.00",199,"31,968.00","138,331.00"
Natrona,ROOMING AND BOARDING HOUSES,7213,7.151414,0,0,,,,,,,,,,,,,
Natrona,FULL-SERVICE RESTAURANTS,7221,,"5,453,777","4,352,385","102,156.00","1,101,392.00","3,167.00",,,,,,,"4,352,385.00","12,469.00","76,286.00","5,647,855.00"
Natrona,LIMITED-SERVICE EATING PLACES,7222,,"4,009,229","3,201,740","1,063.00","807,489.00","2,508.00",,,,,,,"3,201,740.00","9,961.00",795,"4,023,556.00"
Natrona,SPECIAL FOOD SERVICES,7223,84.33331,"430,285","343,531",158,"86,755.00",272,,,,,,,"343,531.00","1,063.00",119,"431,896.00"
Natrona,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,260,"928,821","741,074","20,308.00","187,748.00",538,,,,,,,"741,074.00","2,131.00","15,138.00","966,937.00"
Natrona,TOTAL,TOTAL,,"73,157,623","58,427,995","2,015,652.00","14,729,628.00","329,974.00",,,,,,,"58,427,995.00","1,315,480.00","1,510,918.00","78,329,647.00"
Niobrara,AUTOMOBILE DEALERS,4411,0,"3,921","2,588",,666,,666,,,,,,"2,588.00",,,"3,921.00"
Niobrara,OTHER MOTOR VEHICLE DEALERS,4412,0,112,74,,19,,19,,,,,,74,,,112
Niobrara,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,0,"61,148","40,477",,"10,336.00",,"10,336.00",,,,,,"40,477.00",,,"61,148.00"
Niobrara,FURNITURE STORES,4421,,"5,112","3,395",,858,,858,,,,,,"3,395.00",.,,"5,112.00"
Niobrara,HOME FURNISHINGS STORES,4422,,"2,189","1,454",,368,160,367,160,,,,,"1,454.00",640,,"3,149.00"
Niobrara,ELECTRONICS AND APPLIANCE STORES,4431,,"38,878","25,847",,"6,516.00",246,"6,516.00",246,,,,,"25,847.00",981,,"40,351.00"
Niobrara,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,8.308096,"192,330","127,816",,"32,257.00","3,755.00","32,257.00","3,755.00",,,,,"127,816.00","14,971.00",,"214,810.00"
Niobrara,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,0,"84,518","56,229",,"14,144.00",24,"14,144.00",24,,,,,"56,229.00",95,,"84,659.00"
Niobrara,GROCERY STORES,4451,16.96101,"33,673","22,306",,"5,684.00",,"5,684.00",,,,,,"22,306.00",,,"33,673.00"
Niobrara,SPECIALTY FOOD STORES,4452,0,"4,595","3,040",,777,,777,,,,,,"3,040.00",,,"4,595.00"
Niobrara,"BEER, WINE, AND LIQUOR STORES",4453,0,"23,380","15,465",,"3,958.00",,"3,958.00",,,,,,"15,465.00",,,"23,380.00"
Niobrara,HEALTH AND PERSONAL CARE STORES,4461,,"19,967","13,223",,"3,373.00",18,"3,371.00",18,,,,,"13,223.00",73,,"20,076.00"
Niobrara,GASOLINE STATIONS,4471,,"145,500","96,534",,"24,483.00",1,"24,483.00",1,,,,,"96,534.00",3,,"145,504.00"
Niobrara,CLOTHING STORES,4481,,"8,234","5,461",,"1,387.00",.,"1,387.00",.,,,,,"5,461.00",1,,"8,235.00"
Niobrara,SHOE STORES,4482,,497,329,,84,,84,,,,,,329,,,497
Niobrara,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,282,188,,47,,47,,,,,,188,,,282
Niobrara,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"17,699","11,709",,"2,995.00",59,"2,995.00",59,,,,,"11,709.00",229,,"18,046.00"
Niobrara,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"1,290",854,,218,1,218,1,,,,,854,2,,"1,293.00"
Niobrara,DEPARTMENT STORES,4521,,"2,022","1,347",,337,,337,,,,,,"1,347.00",,,"2,022.00"
Niobrara,OTHER GENERAL MERCHANDISE STORES,4529,,"59,130","39,351",,"9,890.00",47,"9,890.00",47,,,,,"39,351.00",189,,"59,413.00"
Niobrara,FLORISTS,4531,,"8,275","5,475",,"1,400.00",,"1,400.00",,,,,,"5,475.00",,,"8,275.00"
Niobrara,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"8,075","5,349",,"1,363.00",.,"1,363.00",.,,,,,"5,349.00",1,,"8,077.00"
Niobrara,USED MERCHANDISE STORES,4533,,"1,274",848,,213,,213,,,,,,848,,,"1,274.00"
Niobrara,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"122,356","81,348",,"20,504.00",17,"20,504.00",17,,,,,"81,348.00",67,,"122,457.00"
Niobrara,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"291,149","193,661",,"48,754.00",20,"48,733.00",20,,,,,"193,661.00",76,,"291,264.00"
Niobrara,VENDING MACHINE OPERATORS,4542,,"6,812","4,510",,"1,151.00",,"1,151.00",,,,,,"4,510.00",,,"6,812.00"
Niobrara,DIRECT SELLING ESTABLISHMENTS,4543,,"131,206","87,350",,"21,928.00",182,"21,928.00",182,,,,,"87,350.00",707,,"132,275.00"
Niobrara,TRAVELER ACCOMMODATION,7211,16.45713,"97,838","65,503","48,383.00","16,167.00",,"16,167.00",,,,,,"65,503.00",,"47,918.00","194,138.00"
Niobrara,RV PARKS AND RECREATIONAL CAMPS,7212,0,"3,853","2,543","1,273.00",655,,655,,,,,,"2,543.00",,"1,425.00","6,550.00"
Niobrara,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Niobrara,FULL-SERVICE RESTAURANTS,7221,,"30,785","20,475",,"5,155.00",,"5,155.00",,,,,,"20,475.00",,,"30,785.00"
Niobrara,LIMITED-SERVICE EATING PLACES,7222,,"73,730","49,221",,"12,390.00",,"12,119.00",,,,,,"49,221.00",,,"73,730.00"
Niobrara,SPECIAL FOOD SERVICES,7223,8.104348,"14,807","9,864",,"2,471.00",,"2,471.00",,,,,,"9,864.00",,,"14,807.00"
Niobrara,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,24.33333,"54,775","36,412",,"9,182.00",,"9,182.00",,,,,,"36,412.00",,,"54,775.00"
Niobrara,TOTAL,TOTAL,,"1,549,411","1,030,247","49,655.00","259,729.00","4,529.00","259,435.00","4,529.00",,,,,"1,030,247.00","18,034.00","49,343.00","1,675,500.00"
Park,AUTOMOBILE DEALERS,4411,155.0833,"124,264","124,264",,,,,,,,,,"124,264.00",34,,"124,298.00"
Park,OTHER MOTOR VEHICLE DEALERS,4412,19.83333,"464,949","464,949",,,,,,,,,,"464,949.00",,,"464,949.00"
Park,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,78.91667,"834,723","834,723",,,,.,,,,,,"834,723.00","1,613.00",,"836,337.00"
Park,FURNITURE STORES,4421,,"271,934","271,934",,,,,,,,,,"271,934.00","1,563.00",,"273,497.00"
Park,HOME FURNISHINGS STORES,4422,,"108,603","108,603",,,,,,,,,,"108,603.00","15,443.00",,"124,046.00"
Park,ELECTRONICS AND APPLIANCE STORES,4431,,"529,408","529,408",,,,,,,,,,"529,408.00","5,980.00",,"535,388.00"
Park,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,114.0833,"3,255,307","3,255,307",,,,,,,,,,"3,255,307.00","344,861.00",,"3,600,168.00"
Park,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,92.66667,"803,707","803,707",,,,,,,,,,"803,707.00","3,698.00",,"807,405.00"
Park,GROCERY STORES,4451,311.5833,"734,984","734,984",263,,,,,,,,,"734,984.00","18,071.00",198,"753,516.00"
Park,SPECIALTY FOOD STORES,4452,51.66661,"63,253","63,253",,,,,,,,,,"63,253.00",27,,"63,280.00"
Park,"BEER, WINE, AND LIQUOR STORES",4453,31.16667,"262,041","262,041",,,,,,,,,,"262,041.00",164,,"262,205.00"
Park,HEALTH AND PERSONAL CARE STORES,4461,,"282,504","282,373",,,,132,,,,,,"282,373.00","5,394.00",,"287,898.00"
Park,GASOLINE STATIONS,4471,,"693,766","693,766",80,,,,,,,,,"693,766.00","17,014.00",60,"710,920.00"
Park,CLOTHING STORES,4481,,"472,636","472,636",(.),,,,,,,,,"472,636.00","2,732.00",(.),"475,368.00"
Park,SHOE STORES,4482,,"64,004","64,004",,,,,,,,,,"64,004.00",,,"64,004.00"
Park,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"77,410","77,410",3,,,,,,,,,"77,410.00",33,2,"77,449.00"
Park,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"549,104","549,104",134,,,,,,,,,"549,104.00",347,100,"549,685.00"
Park,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"62,130","62,130","8,175.00",,,,,,,,,"62,130.00",69,"6,038.00","76,411.00"
